policy_id,insurer_name,postcode,region_name,wind_risk_band,building_type,sum_insured,mitigation_flag,annual_premium,policy_start_date,policy_end_date
POL-000909,Coral Coast Mutual,6000,Perth WA,B-F,Home,427292,None,780.33,2024-11-03,2025-11-03
POL-000910,Coral Coast Mutual,4810,Townsville QLD,T-W,Home,382981,None,3642.39,2025-05-21,2026-05-21
POL-000911,Pacific Rim Insurance,6000,Perth WA,B-F,Home,519437,Shutters Installed,717.52,2023-04-25,2024-04-24
POL-000912,Northbeam General,4700,Rockhampton QLD,Q-S,Strata,13058796,None,83976.53,2025-04-07,2026-04-07
POL-000913,Southern Cross Insurance,6000,Perth WA,B-F,SME,1158368,Shutters Installed,1878.42,2025-06-01,2026-06-01
POL-000914,Outback Assurance Group,6714,Karratha WA,T-W,Strata,11991571,None,123806.85,2023-06-07,2024-06-06
POL-000915,Northbeam General,4879,Innisfail QLD,T-W,SME,2246269,Shutters Installed,18958.48,2023-06-21,2024-06-20
POL-000916,Southern Cross Insurance,4802,Townsville QLD,T-W,SME,1508955,Shutters Installed,12807.42,2023-04-29,2024-04-28
POL-000917,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,Home,749401,None,5110.91,2025-02-09,2026-02-09
POL-000918,Outback Assurance Group,4350,Toowoomba QLD,B-F,Home,747643,None,1281.87,2024-06-27,2025-06-27
POL-000919,Pacific Rim Insurance,4870,Cairns QLD,T-W,Home,650560,None,6400.95,2025-09-11,2026-09-11
POL-000920,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,621015,None,4404.88,2024-03-18,2025-03-18
POL-000921,Outback Assurance Group,6000,Perth WA,B-F,Home,353050,Shutters Installed,513.74,2024-08-21,2025-08-21
POL-000922,Coral Coast Mutual,4737,Bowen QLD,Q-S,SME,2869288,None,19659.35,2024-06-16,2025-06-16
POL-000923,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,258887,Roof Tie-Down,1525.24,2023-01-13,2024-01-13
POL-000924,Coral Coast Mutual,0800,Darwin NT,T-W,Home,618591,None,5546.84,2023-10-18,2024-10-17
POL-000925,Northbeam General,4703,Rockhampton QLD,Q-S,Home,309645,None,2189.21,2024-11-03,2025-11-03
POL-000926,Northbeam General,4810,Townsville QLD,T-W,Home,375805,None,3274.82,2024-09-11,2025-09-11
POL-000927,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,SME,2774264,None,12358.48,2023-07-09,2024-07-08
POL-000928,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,329392,None,2200.48,2025-08-02,2026-08-02
POL-000929,Southern Cross Insurance,4879,Innisfail QLD,T-W,SME,1756455,None,15876.49,2025-03-10,2026-03-10
POL-000930,Coral Coast Mutual,6000,Perth WA,B-F,SME,1795255,Elevated Slab,3019.19,2023-09-22,2024-09-21
POL-000931,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,460416,None,3058.72,2023-07-02,2024-07-01
POL-000932,Outback Assurance Group,0800,Darwin NT,T-W,Home,478994,None,4654.16,2023-04-19,2024-04-18
POL-000933,Outback Assurance Group,6000,Perth WA,B-F,Home,849098,Roof Tie-Down,1358.24,2025-03-06,2026-03-06
POL-000934,Outback Assurance Group,4870,Cairns QLD,T-W,SME,403639,Roof Tie-Down,3541.58,2024-11-11,2025-11-11
POL-000935,Outback Assurance Group,6000,Perth WA,B-F,Home,660339,Shutters Installed,1025.4,2024-06-11,2025-06-11
POL-000936,Outback Assurance Group,0850,Alice Springs NT,B-F,Home,323504,None,586.98,2023-01-04,2024-01-04
POL-000937,Outback Assurance Group,0850,Alice Springs NT,B-F,Home,626353,None,1089.88,2023-11-07,2024-11-06
POL-000938,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,345071,None,2182.56,2025-05-23,2026-05-23
POL-000939,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,SME,1616174,None,2995.1,2023-06-30,2024-06-29
POL-000940,Southern Cross Insurance,4740,Mackay QLD,Q-S,Strata,7014212,None,47378.53,2025-07-06,2026-07-06
POL-000941,Southern Cross Insurance,4680,Gladstone QLD,L-P,Home,709259,None,3119.09,2023-05-24,2024-05-23
POL-000942,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,500069,None,3243.45,2023-03-06,2024-03-05
POL-000943,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,721132,None,7490.03,2023-01-17,2024-01-17
POL-000944,Pacific Rim Insurance,6714,Karratha WA,T-W,Home,294894,None,2748.55,2023-08-05,2024-08-04
POL-000945,Northbeam General,4737,Bowen QLD,Q-S,Strata,11002006,None,66492.16,2024-08-16,2025-08-16
POL-000946,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,269989,Roof Tie-Down,410.71,2025-07-29,2026-07-29
POL-000947,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,265063,None,1609.97,2023-02-21,2024-02-21
POL-000948,Southern Cross Insurance,0800,Darwin NT,T-W,Home,869752,Roof Tie-Down,6410.76,2025-04-17,2026-04-17
POL-000949,Outback Assurance Group,0800,Darwin NT,T-W,Home,481287,None,4172.71,2023-07-27,2024-07-26
POL-000950,Pacific Rim Insurance,6714,Karratha WA,T-W,SME,2086146,None,19121.71,2025-09-26,2026-09-26
POL-000951,Northbeam General,4825,Cloncurry QLD,B-F,Home,473589,None,897.51,2024-08-30,2025-08-30
POL-000952,Pacific Rim Insurance,6714,Karratha WA,T-W,Home,685320,Shutters Installed,5166.56,2024-01-14,2025-01-13
POL-000953,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,Home,292675,None,1762.89,2025-03-21,2026-03-21
POL-000954,Northbeam General,4655,Hervey Bay QLD,L-P,SME,2442489,Roof Tie-Down,7988.49,2023-01-08,2024-01-08
POL-000955,Outback Assurance Group,4825,Mount Isa QLD,B-F,SME,1590056,None,2814.14,2025-04-06,2026-04-06
POL-000956,Northbeam General,0810,Darwin NT,T-W,Home,798496,None,7510.49,2023-09-02,2024-09-01
POL-000957,Coral Coast Mutual,4810,Townsville QLD,T-W,SME,2496680,None,24249.99,2023-04-01,2024-03-31
POL-000958,Southern Cross Insurance,4680,Gladstone QLD,L-P,Home,451224,None,1750.17,2024-06-26,2025-06-26
POL-000959,Northbeam General,4810,Townsville QLD,T-W,Home,815940,None,7763.12,2024-04-20,2025-04-20
POL-000960,Outback Assurance Group,6000,Perth WA,B-F,Home,406465,Roof Tie-Down,644.93,2025-09-18,2026-09-18
POL-000961,Coral Coast Mutual,0850,Alice Springs NT,B-F,Home,295209,None,483.98,2024-01-08,2025-01-07
POL-000962,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Home,725159,Shutters Installed,3640.56,2025-01-28,2026-01-28
POL-000963,Northbeam General,4825,Cloncurry QLD,B-F,Home,758623,None,1369.59,2023-03-14,2024-03-13
POL-000964,Coral Coast Mutual,4737,Bowen QLD,Q-S,Home,458405,Shutters Installed,2657.85,2025-07-08,2026-07-08
POL-000965,Northbeam General,4350,Toowoomba QLD,B-F,SME,811310,Shutters Installed,1176.04,2024-02-27,2025-02-26
POL-000966,Outback Assurance Group,4655,Hervey Bay QLD,L-P,SME,2854054,Roof Tie-Down,10157.2,2025-06-30,2026-06-30
POL-000967,Outback Assurance Group,0810,Darwin NT,T-W,Home,436710,None,4055.26,2023-05-20,2024-05-19
POL-000968,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,462033,None,2904.64,2023-02-02,2024-02-02
POL-000969,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,738148,Roof Tie-Down,4044.48,2023-06-25,2024-06-24
POL-000970,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,SME,2964934,None,5769.79,2024-08-14,2025-08-14
POL-000971,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Home,762977,None,1472.84,2023-08-10,2024-08-09
POL-000972,Northbeam General,0850,Alice Springs NT,B-F,SME,2195625,Shutters Installed,3517.99,2023-09-10,2024-09-09
POL-000973,Pacific Rim Insurance,6714,Karratha WA,T-W,Home,870517,Shutters Installed,7656.8,2025-07-24,2026-07-24
POL-000974,Southern Cross Insurance,4870,Cairns QLD,T-W,Home,743515,Roof Tie-Down,6284.24,2024-05-31,2025-05-31
POL-000975,Southern Cross Insurance,4879,Innisfail QLD,T-W,Home,352759,None,3319.33,2023-09-04,2024-09-03
POL-000976,Coral Coast Mutual,4825,Cloncurry QLD,B-F,SME,2105479,None,4130.9,2023-05-16,2024-05-15
POL-000977,Northbeam General,6721,Port Hedland WA,T-W,Home,266703,None,2523.43,2023-11-09,2024-11-08
POL-000978,Northbeam General,4737,Bowen QLD,Q-S,SME,502397,None,3576.74,2024-04-19,2025-04-19
POL-000979,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,736849,None,3220.97,2023-01-02,2024-01-02
POL-000980,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,SME,537213,Shutters Installed,1839.83,2025-02-09,2026-02-09
POL-000981,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,334891,None,3258.11,2023-12-10,2024-12-09
POL-000982,Outback Assurance Group,4720,Charters Towers QLD,L-P,Strata,2865076,None,11097.05,2024-01-10,2025-01-09
POL-000983,Northbeam General,4810,Townsville QLD,T-W,Home,835934,Elevated Slab,7026.75,2024-07-28,2025-07-28
POL-000984,Pacific Rim Insurance,0810,Darwin NT,T-W,Strata,3905181,Shutters Installed,32474.3,2025-01-25,2026-01-25
POL-000985,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,SME,1744122,None,11002.84,2023-10-01,2024-09-30
POL-000986,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Home,611996,Roof Tie-Down,4894.83,2024-05-28,2025-05-28
POL-000987,Pacific Rim Insurance,0800,Darwin NT,T-W,Home,808739,None,8296.82,2024-04-07,2025-04-07
POL-000988,Outback Assurance Group,4680,Gladstone QLD,L-P,SME,675262,None,2659.33,2025-06-24,2026-06-24
POL-000989,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,552380,None,1085.41,2023-03-20,2024-03-19
POL-000990,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,Home,770438,None,4657.8,2023-07-29,2024-07-28
POL-000991,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,817735,None,8439.25,2024-04-30,2025-04-30
POL-000992,Northbeam General,4879,Innisfail QLD,T-W,Home,555677,None,4950.65,2023-01-23,2024-01-23
POL-000993,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,609443,Elevated Slab,2243.49,2025-03-16,2026-03-16
POL-000994,Pacific Rim Insurance,0850,Alice Springs NT,B-F,Home,825111,None,1468.94,2023-11-08,2024-11-07
POL-000995,Coral Coast Mutual,0810,Darwin NT,T-W,SME,1490550,Shutters Installed,11378.49,2024-01-16,2025-01-15
POL-000996,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,424444,Shutters Installed,2400.69,2023-06-14,2024-06-13
POL-000997,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,410940,Roof Tie-Down,3093.53,2023-04-30,2024-04-29
POL-000998,Southern Cross Insurance,6714,Karratha WA,T-W,Home,637629,Elevated Slab,4823.96,2024-07-29,2025-07-29
POL-000999,Pacific Rim Insurance,6714,Karratha WA,T-W,Strata,9523391,Roof Tie-Down,77514.54,2023-06-16,2024-06-15
POL-001000,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,773676,Roof Tie-Down,6582.94,2025-08-28,2026-08-28
POL-001001,Coral Coast Mutual,6714,Karratha WA,T-W,Home,822675,None,8558.82,2023-12-06,2024-12-05
POL-001002,Pacific Rim Insurance,0850,Alice Springs NT,B-F,SME,2806387,None,5220.1,2025-03-29,2026-03-29
POL-001003,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,752248,Roof Tie-Down,4488.81,2023-05-23,2024-05-22
POL-001004,Coral Coast Mutual,0800,Darwin NT,T-W,Home,481069,Elevated Slab,3842.66,2023-04-05,2024-04-04
POL-001005,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,802005,Roof Tie-Down,4184.84,2025-08-16,2026-08-16
POL-001006,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Home,717096,None,4826.19,2025-09-07,2026-09-07
POL-001007,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Home,882471,None,3784.27,2025-08-24,2026-08-24
POL-001008,Southern Cross Insurance,4680,Gladstone QLD,L-P,Home,698413,None,2856.85,2024-01-17,2025-01-16
POL-001009,Northbeam General,6721,Port Hedland WA,T-W,Home,717220,Shutters Installed,6225.11,2023-03-31,2024-03-30
POL-001010,Outback Assurance Group,4737,Bowen QLD,Q-S,SME,2255997,Elevated Slab,11937.47,2025-04-05,2026-04-05
POL-001011,Outback Assurance Group,4879,Innisfail QLD,T-W,Home,340259,None,3002.08,2023-11-07,2024-11-06
POL-001012,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Strata,11909947,Roof Tie-Down,44696.43,2023-04-01,2024-03-31
POL-001013,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Home,433388,Shutters Installed,3538.67,2024-12-28,2025-12-28
POL-001014,Coral Coast Mutual,0810,Darwin NT,T-W,Home,553524,None,5315.13,2023-02-13,2024-02-13
POL-001015,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,735964,None,6606.45,2025-03-21,2026-03-21
POL-001016,Coral Coast Mutual,0810,Darwin NT,T-W,Home,745495,None,6549.87,2024-11-12,2025-11-12
POL-001017,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,506639,None,4359.14,2025-02-22,2026-02-22
POL-001018,Pacific Rim Insurance,0850,Alice Springs NT,B-F,Strata,14508514,Roof Tie-Down,21584.29,2024-05-07,2025-05-07
POL-001019,Southern Cross Insurance,4879,Innisfail QLD,T-W,SME,2396659,None,24927.87,2025-04-17,2026-04-17
POL-001020,Northbeam General,4680,Gladstone QLD,L-P,Home,522144,None,2045.13,2023-03-01,2024-02-29
POL-001021,Coral Coast Mutual,6714,Karratha WA,T-W,Home,624745,None,5535.42,2023-10-07,2024-10-06
POL-001022,Southern Cross Insurance,4879,Innisfail QLD,T-W,Home,301081,None,2740.06,2024-06-26,2025-06-26
POL-001023,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,349099,None,1495.18,2023-06-21,2024-06-20
POL-001024,Coral Coast Mutual,6714,Karratha WA,T-W,SME,1662788,None,15074.46,2024-12-15,2025-12-15
POL-001025,Coral Coast Mutual,0800,Darwin NT,T-W,Home,400698,Elevated Slab,2920.42,2024-06-14,2025-06-14
POL-001026,Pacific Rim Insurance,4680,Gladstone QLD,L-P,SME,1083793,Elevated Slab,3561.48,2023-06-08,2024-06-07
POL-001027,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,SME,2743169,None,5049.72,2025-05-01,2026-05-01
POL-001028,Southern Cross Insurance,4825,Cloncurry QLD,B-F,SME,878011,None,1554.29,2025-07-27,2026-07-27
POL-001029,Coral Coast Mutual,0800,Darwin NT,T-W,SME,2411245,None,22211.42,2024-12-08,2025-12-08
POL-001030,Coral Coast Mutual,0810,Darwin NT,T-W,SME,2906720,None,27741.53,2025-09-20,2026-09-20
POL-001031,Northbeam General,4700,Rockhampton QLD,Q-S,SME,897431,Roof Tie-Down,4682.98,2025-05-27,2026-05-27
POL-001032,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,332423,Shutters Installed,500.96,2025-02-20,2026-02-20
POL-001033,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,702195,None,1148.3,2023-04-21,2024-04-20
POL-001034,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Home,515302,None,1966.58,2023-11-05,2024-11-04
POL-001035,Northbeam General,0800,Darwin NT,T-W,SME,1261515,None,12194.37,2023-07-24,2024-07-23
POL-001036,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,540849,Roof Tie-Down,2104.14,2023-12-23,2024-12-22
POL-001037,Southern Cross Insurance,4700,Rockhampton QLD,Q-S,SME,2970925,None,18313.88,2024-08-06,2025-08-06
POL-001038,Coral Coast Mutual,0800,Darwin NT,T-W,SME,2618110,None,23464.28,2023-07-16,2024-07-15
POL-001039,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,Strata,14169342,None,84708.46,2023-08-08,2024-08-07
POL-001040,Northbeam General,0850,Alice Springs NT,B-F,Home,711023,None,1324.26,2023-04-20,2024-04-19
POL-001041,Coral Coast Mutual,4680,Gladstone QLD,L-P,Strata,10627700,Elevated Slab,35873.52,2023-04-26,2024-04-25
POL-001042,Coral Coast Mutual,0800,Darwin NT,T-W,Home,769900,None,7697.71,2024-12-22,2025-12-22
POL-001043,Outback Assurance Group,4825,Cloncurry QLD,B-F,SME,2470781,Roof Tie-Down,3489.76,2023-10-18,2024-10-17
POL-001044,Coral Coast Mutual,4810,Townsville QLD,T-W,SME,2262085,None,20311.62,2024-02-22,2025-02-21
POL-001045,Northbeam General,4879,Innisfail QLD,T-W,Home,748783,Roof Tie-Down,6577.4,2024-01-12,2025-01-11
POL-001046,Southern Cross Insurance,4870,Cairns QLD,T-W,Strata,3764491,None,35021.45,2024-06-19,2025-06-19
POL-001047,Northbeam General,0800,Darwin NT,T-W,Home,869244,Elevated Slab,7689.57,2025-01-29,2026-01-29
POL-001048,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,459991,Roof Tie-Down,717.15,2024-02-18,2025-02-17
POL-001049,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,SME,1568190,None,2972.24,2025-02-23,2026-02-23
POL-001050,Pacific Rim Insurance,4802,Townsville QLD,T-W,Home,669677,None,6178.83,2024-11-13,2025-11-13
POL-001051,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Strata,4472527,None,19791.47,2023-04-21,2024-04-20
POL-001052,Southern Cross Insurance,6000,Perth WA,B-F,Home,391147,Shutters Installed,542.17,2025-01-25,2026-01-25
POL-001053,Coral Coast Mutual,4825,Mount Isa QLD,B-F,Home,437795,Roof Tie-Down,654.1,2024-11-26,2025-11-26
POL-001054,Outback Assurance Group,0810,Darwin NT,T-W,Home,330234,None,3238.29,2024-06-16,2025-06-16
POL-001055,Coral Coast Mutual,4737,Bowen QLD,Q-S,Home,764064,None,4971.18,2024-07-09,2025-07-09
POL-001056,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,283133,None,559.66,2025-06-20,2026-06-20
POL-001057,Northbeam General,4655,Hervey Bay QLD,L-P,Home,714053,None,2974.82,2023-02-03,2024-02-03
POL-001058,Coral Coast Mutual,4825,Cloncurry QLD,B-F,SME,1088470,None,1955.91,2023-05-18,2024-05-17
POL-001059,Pacific Rim Insurance,4655,Hervey Bay QLD,L-P,Home,764382,Roof Tie-Down,2816.21,2024-12-02,2025-12-02
POL-001060,Coral Coast Mutual,4802,Townsville QLD,T-W,Home,413903,None,3937.34,2024-02-05,2025-02-04
POL-001061,Coral Coast Mutual,0850,Alice Springs NT,B-F,Home,619899,Elevated Slab,998.99,2023-10-19,2024-10-18
POL-001062,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,634208,Roof Tie-Down,3398.09,2025-01-29,2026-01-29
POL-001063,Coral Coast Mutual,4870,Cairns QLD,T-W,SME,1996240,None,17437.09,2023-12-20,2024-12-19
POL-001064,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Home,509642,None,4584.63,2023-11-16,2024-11-15
POL-001065,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Strata,7115582,Roof Tie-Down,10047.4,2023-06-23,2024-06-22
POL-001066,Outback Assurance Group,4825,Cloncurry QLD,B-F,Home,692995,None,1264.37,2025-07-12,2026-07-12
POL-001067,Pacific Rim Insurance,6000,Perth WA,B-F,Home,273316,None,539.77,2024-01-22,2025-01-21
POL-001068,Northbeam General,4655,Hervey Bay QLD,L-P,Home,762081,Roof Tie-Down,2503.01,2024-11-22,2025-11-22
POL-001069,Coral Coast Mutual,6714,Karratha WA,T-W,Home,606032,None,5373.44,2023-11-03,2024-11-02
POL-001070,Northbeam General,4879,Innisfail QLD,T-W,Home,328979,None,3338.06,2024-07-02,2025-07-02
POL-001071,Pacific Rim Insurance,6721,Port Hedland WA,T-W,Home,851380,Shutters Installed,6740.18,2023-08-20,2024-08-19
POL-001072,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,SME,2882460,None,5019.12,2023-03-10,2024-03-09
POL-001073,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,330385,Shutters Installed,1215.22,2023-11-06,2024-11-05
POL-001074,Pacific Rim Insurance,6721,Port Hedland WA,T-W,Home,459795,None,4293.2,2023-09-15,2024-09-14
POL-001075,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,439373,None,1985.95,2024-10-04,2025-10-04
POL-001076,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,Home,739994,Shutters Installed,3898.71,2024-10-15,2025-10-15
POL-001077,Pacific Rim Insurance,4810,Townsville QLD,T-W,SME,2774464,None,27552.01,2023-03-03,2024-03-02
POL-001078,Coral Coast Mutual,4703,Rockhampton QLD,Q-S,Home,407782,Roof Tie-Down,2364.04,2025-02-22,2026-02-22
POL-001079,Outback Assurance Group,4879,Innisfail QLD,T-W,Home,317557,None,3097.6,2025-05-16,2026-05-16
POL-001080,Outback Assurance Group,6000,Perth WA,B-F,SME,1475615,None,2755.37,2023-08-30,2024-08-29
POL-001081,Outback Assurance Group,4350,Toowoomba QLD,B-F,Home,507516,Roof Tie-Down,822.63,2023-11-14,2024-11-13
POL-001082,Northbeam General,0850,Alice Springs NT,B-F,Home,288801,Elevated Slab,415.53,2023-10-07,2024-10-06
POL-001083,Southern Cross Insurance,4870,Cairns QLD,T-W,Home,827457,None,7351.44,2025-05-22,2026-05-22
POL-001084,Southern Cross Insurance,0850,Alice Springs NT,B-F,SME,752026,Roof Tie-Down,1107.78,2023-11-02,2024-11-01
POL-001085,Northbeam General,4879,Innisfail QLD,T-W,SME,778772,None,7245.77,2025-05-09,2026-05-09
POL-001086,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Home,376502,None,680.68,2025-04-28,2026-04-28
POL-001087,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,499641,None,2140.39,2025-03-02,2026-03-02
POL-001088,Northbeam General,6714,Karratha WA,T-W,SME,1389596,None,14350.98,2023-08-12,2024-08-11
POL-001089,Pacific Rim Insurance,0800,Darwin NT,T-W,Home,710823,None,6629.07,2025-06-02,2026-06-02
POL-001090,Outback Assurance Group,4740,Mackay QLD,Q-S,Home,368448,Elevated Slab,1960.96,2024-03-09,2025-03-09
POL-001091,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Strata,4431212,None,7757.63,2025-01-02,2026-01-02
POL-001092,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,885242,None,7627.37,2025-01-27,2026-01-27
POL-001093,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,630481,Elevated Slab,1042.42,2024-12-02,2025-12-02
POL-001094,Outback Assurance Group,4825,Cloncurry QLD,B-F,SME,2029365,None,3293.32,2025-09-10,2026-09-10
POL-001095,Northbeam General,6000,Perth WA,B-F,Home,496898,None,858.18,2025-05-30,2026-05-30
POL-001096,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,676024,None,4648.42,2023-10-08,2024-10-07
POL-001097,Southern Cross Insurance,0850,Alice Springs NT,B-F,Home,598884,Elevated Slab,956.13,2025-06-16,2026-06-16
POL-001098,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,SME,1875792,None,11999.69,2025-01-16,2026-01-16
POL-001099,Outback Assurance Group,6714,Karratha WA,T-W,Home,304629,Roof Tie-Down,2529.43,2023-07-08,2024-07-07
POL-001100,Southern Cross Insurance,0810,Darwin NT,T-W,Home,570389,Shutters Installed,4434.3,2023-03-26,2024-03-25
POL-001101,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,386412,None,2685.97,2024-12-03,2025-12-03
POL-001102,Pacific Rim Insurance,6714,Karratha WA,T-W,Home,389995,None,3527.62,2024-12-04,2025-12-04
POL-001103,Outback Assurance Group,6714,Karratha WA,T-W,SME,2138524,Roof Tie-Down,16811.31,2024-02-07,2025-02-06
POL-001104,Northbeam General,4802,Townsville QLD,T-W,Home,835661,None,8172.35,2024-10-03,2025-10-03
POL-001105,Outback Assurance Group,4825,Mount Isa QLD,B-F,Strata,13765209,Roof Tie-Down,22542.74,2023-02-20,2024-02-20
POL-001106,Pacific Rim Insurance,4810,Townsville QLD,T-W,Home,343387,Shutters Installed,3026.86,2023-06-24,2024-06-23
POL-001107,Southern Cross Insurance,0800,Darwin NT,T-W,Home,725747,None,7345.86,2024-05-21,2025-05-21
